,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66
639V,1.1608341,0.24586421,-0.4274679,0.8321458,-1.1796606,0.38077912,-0.3870509,0.079162344,0.5851814,0.02304712,-1.1994678,-0.49772877,0.8244734,0.0047931746,0.3772583,0.33659512,0.6948152,0.7177953,-1.1856413,0.010763383,0.6454146,-1.3710607,-0.24472773,0.52279365,0.58610135,1.1861428,0.12052848,-1.0085244,1.4290576,-0.008484777,0.351018,0.5403965,-0.1853706,-0.80378157,0.53917104,-0.3179407,0.34404558,-0.306484,-1.2680624,-0.17319046,-0.64368373,0.37514436,1.2152191,-1.3581587,0.5377525,-0.05508278,-0.74725705,0.008943224,0.8757325,-0.016547829,0.30260098,0.961746,-0.07285085,-0.7846086,-0.27881157,-1.1070566,-0.33550337,1.3136367,1.4750288,1.0409553,0.37243593,0.55686885,0.7011124,-0.48591644,0.21090697,-0.22298177,-0.6570407
EHEB,-0.5742618,0.6583172,-0.7243484,-0.6955856,-1.2356964,-0.9740553,-0.58753973,-0.495197,-0.2521369,0.9105005,0.12440786,-0.3840264,0.5855112,0.39838892,0.20879593,-0.26888272,-0.113379315,1.1610115,0.23933335,-0.51929593,-0.28244537,-0.56279653,-0.4841985,0.42706054,0.2824412,1.2195791,0.33649102,-0.62654847,-0.966457,-0.20000505,0.12098395,-0.5612955,-0.4238585,0.9601095,-0.318231,0.55588853,-0.08052103,-1.4828551,0.33610487,-0.07923914,0.839731,-0.41204694,-0.59295505,-0.4436047,0.14640921,0.64084446,-0.49440753,-0.35745576,-0.16132215,0.26560307,0.10903048,-0.1536217,0.119900115,-0.9815768,-0.3492814,0.5284844,0.5603162,-0.48152474,-0.27662817,0.08558007,0.152643,-0.16226608,-0.3071349,0.19992097,0.32062507,-0.41276616,0.16404133
NUGC-4,-1.0129101,-0.9334824,1.9932715,0.39446014,-0.57660854,-0.1487205,-0.07566908,2.322836,-1.5521339,-0.04720355,-2.480252,0.94745874,1.6744319,-2.1377923,1.8284593,-0.5942911,0.33804134,0.37090528,0.1605441,-0.60427105,0.24165553,1.663969,1.5138278,0.8010579,2.9020326,2.8846538,-2.9224758,-1.7926825,1.9949607,1.9187983,-0.7890048,0.5487777,0.057035923,-1.8480389,0.0148383975,1.0877445,-0.27261907,-1.1296245,-0.08069798,-0.72252333,-2.0035946,-0.903836,1.0829705,0.05154346,-0.8922697,1.0047816,-0.65894127,0.26242444,1.6324632,-2.4808037,1.7716262,0.41366795,0.17453495,1.1816999,1.2969081,3.0860457,-0.2700053,-0.21809737,-0.13706993,1.0231669,0.13834968,-0.030628629,0.13815059,-1.7840159,2.912975,0.47945774,1.8186193
NCI-H716,-0.8187548,0.70638233,-0.7374532,-0.96803284,-1.2894416,-1.0441513,-0.6008915,-0.55348325,-0.20511034,0.69878983,0.3169623,0.2970699,0.47214517,0.29161084,0.059577733,-0.22076198,-0.009963932,1.136793,0.0018912852,-0.55833054,-0.05578859,-0.41028255,-0.58083266,0.5112876,-0.04260627,1.2752199,0.2500159,-0.666538,-1.1140667,-0.35623443,0.30009928,-0.82646435,-0.31882563,0.8652554,-0.7373227,0.43158102,-0.14901407,-1.3748059,0.58348936,-0.0047241114,1.1561666,-0.4287498,-0.7331942,-0.12712947,0.30066705,0.6423451,-0.26161623,-0.32239413,-0.33103547,0.14131677,-0.20632115,0.48237583,0.25215453,-0.90369177,-0.52879184,0.6184251,0.68767864,-0.5699854,-0.3846196,0.08423525,-0.08202506,-0.20262837,-0.51209366,-0.05512099,0.9318968,0.19044502,0.48155785
TT,-0.9643115,-0.82837266,-0.02545835,-0.8480039,-0.013058024,-1.9268186,-0.89153785,-1.507183,-0.45740098,1.0527517,-0.5265901,-0.84317416,0.9950435,-0.18360497,-0.84544957,-0.2849667,-1.5154672,0.04526791,0.33644024,-0.8679127,0.15576263,0.36992943,-1.2183546,0.07947936,0.08303809,0.018644646,0.5561196,-0.042613264,-1.4335405,0.120469496,0.23498024,-0.97190034,-0.20979816,0.26219422,-2.0738032,-0.20776536,0.26776123,-0.44603842,-0.27684045,-0.028698549,2.3337448,-0.45538417,-0.24030682,-1.2195204,0.7841935,0.43519187,-0.46100795,-0.98652554,-0.9565092,0.47061774,0.006087333,0.037911586,-0.78716356,-1.117982,-0.622206,0.52229947,0.3546306,-0.85378444,-0.055221528,-0.19440253,-0.21759099,-0.54763275,-0.87524074,0.05298496,0.84392333,-1.3637272,-0.9985726
BJ1-hTERT,-0.9907296,0.6477923,-0.519995,-0.77767444,-1.2587311,-0.90213364,-0.6600696,-0.49140713,-0.352906,0.62184405,0.21564092,0.1090239,0.50640506,0.33507112,0.17851435,-0.07427116,-0.054073866,1.1194685,0.17499408,-0.5182576,-0.05383373,-0.32009733,-0.3800573,0.4442076,0.074027434,1.1648731,0.29353264,-0.54701877,-0.97284883,0.21112429,0.17471676,-0.534841,-0.24300438,0.6644944,-0.63585544,0.4417119,-0.17190477,-1.3212392,0.41000548,-0.09074844,0.91714597,-0.17156205,-0.54669976,-0.44484448,0.27736494,0.8430028,-0.36193496,-0.31780797,-0.24197191,0.31774333,-0.2834002,0.48301202,0.21488437,-0.9355555,-0.36200884,0.531078,0.5457916,-0.38200262,-0.314708,0.28411025,0.048433315,-0.20186074,-0.038229614,-0.055071652,0.6519874,-0.40053618,0.32738996
QGP-1,-1.2313532,-0.9734325,2.8642762,1.5733743,0.80320585,2.9028208,1.5440224,3.0049438,-1.5089645,-1.7038617,3.8430524,-0.12921031,-0.26362762,-3.0676606,2.114819,-1.4235271,-1.7285359,-4.8492794,3.6908362,-0.48582727,1.8925288,3.4326859,2.4560227,-4.346836,1.2495164,-1.1426741,-2.0899055,1.3846496,0.9657929,0.09267172,-0.02781816,1.9062824,-0.9189943,0.62153715,-1.4075304,0.27946165,2.124552,2.45171,0.3098845,0.15799712,-0.67206824,0.32011458,-0.24920362,3.1759348,-2.9491768,0.6684731,3.4922302,-0.49445575,-0.7194821,-2.2596684,3.452058,-1.5738424,0.9405988,3.3117497,2.341567,-0.83728427,-0.91536736,-0.38598147,0.25929722,-1.4325111,-2.3706498,0.8717482,-0.92399955,0.7068356,-0.9254867,-1.6259615,0.112498105
KO52,-0.31194958,1.1535462,-1.0060205,-0.792692,-1.2986761,-0.885161,-0.3041985,-0.44505343,-1.08797,0.8073125,-0.14923212,-0.30781293,0.45401105,-0.05668047,0.5723214,-1.0373197,-0.38618058,1.0977035,0.36660522,-1.3299232,0.1835471,0.31466866,-0.8098907,1.0613639,-0.78130805,1.0904388,0.08468074,-1.558684,-1.4368055,-0.0395658,0.1697069,0.16084568,-0.6191971,0.056567572,-1.0111172,0.55257934,0.3720993,-1.3529294,0.34082302,-0.08538158,0.038187794,-0.9701622,-0.536734,-1.2237737,-0.8204389,-0.21221408,-1.1795062,0.062536806,-0.2041161,-0.9131485,0.22396106,0.3494425,-0.041939117,-1.9458729,-1.0169022,1.1076422,0.36941078,-0.04640083,0.025206946,-0.043744877,0.45833156,-0.14529803,-0.49031812,0.6190717,0.46782428,-0.8905133,1.1645032
UACC-812,-0.5166873,-1.3221194,0.50042367,1.8981693,0.6446757,1.7485075,2.6355224,0.007624792,-0.96737343,-1.621929,-0.10596533,1.0097439,-0.40651363,-0.4881019,0.08399418,-1.7496831,0.8922552,-2.116437,0.4181093,0.34364367,1.5063702,1.0829996,0.023548463,-0.9627271,1.3777108,-2.406196,-0.47658542,0.5602086,2.4111476,-1.3836315,-1.9035509,2.650187,-1.7616653,-0.8819045,-1.326779,0.8844912,-0.7881738,2.0683126,1.9592047,0.24129185,-0.55473185,0.3604266,1.2514896,0.54446274,-1.6863884,-0.6817681,0.5793696,0.37515226,0.52042294,1.2609015,1.51397,-1.0359787,0.30318204,1.2385062,1.1159406,-1.530443,-0.25201002,1.7174996,-0.024059772,-1.2167805,0.4952665,-0.5022493,0.7435383,1.437221,0.085075215,-0.72169507,0.93696463
KP-N-SI9s,-0.13720757,-0.693678,-0.6493145,0.0887668,1.5916302,-0.6470162,0.9306999,0.29838043,-0.3350323,1.4954917,-0.4577091,0.32751215,0.9697256,0.33955872,-0.034124292,0.4290843,-0.7108667,0.09939146,-0.19195989,-0.13733147,-1.8893551,2.1233394,1.1746306,-0.39838347,0.38976845,0.41346043,0.9893975,0.44106317,-0.6977138,2.111529,-0.27647263,0.014786094,-0.104025036,-1.2485111,-0.92163485,0.75788623,-0.54740465,-1.0075024,0.358904,-1.1234657,0.34002805,0.94706523,0.16274366,-1.9070009,0.6089459,1.4486645,-0.9188495,-1.1582227,-0.01580919,0.40480888,-0.64531887,-0.23550484,-1.0399504,0.5888061,0.21403623,0.6394025,-0.19548677,0.51638526,-0.7343769,-0.115022294,-0.19156508,-1.1787858,-0.82762843,-1.4250706,0.88589036,-0.13514978,0.20114277
Calu-6,-0.67482203,0.70392346,-1.2934185,0.6184641,-0.3101507,0.13969885,1.1042444,0.15912148,-0.4559477,1.3347925,-0.6798054,1.2292591,0.8829425,-1.1032127,-0.53190273,0.680522,-0.844677,0.9670446,0.90961266,0.08343029,-1.0089105,2.0240016,-0.41077417,-0.43310836,-0.15076187,0.5096296,0.1899172,1.2920717,-0.59247035,-0.34478825,-0.4369526,0.35227522,-0.838513,-1.4174343,-1.0993453,1.5531212,-0.21751498,-2.0883198,0.5584494,-1.0887578,0.20633504,1.0977488,0.9121698,-1.6539125,0.13047038,2.6891515,-1.1293919,-0.41805205,-1.0441618,0.236756,0.7922257,1.463184,-1.3808966,-1.4884418,-0.47595417,-0.07563106,0.32964143,1.5191159,0.4814463,0.054567628,0.71072364,-2.0930645,-1.20543,-0.54487497,0.47434342,-1.2617445,0.48689172
SUP-B15,-0.056662515,-0.03602967,-0.4805415,-0.40496635,-1.1430548,-0.84482014,-0.26678523,-0.3826601,-0.45357814,0.7642341,-0.55047095,-0.5625188,0.41362816,0.3905361,0.5300012,0.44040808,-0.4436379,0.5998001,-0.5790775,0.16374065,-0.6562554,-0.18111303,-0.99846613,0.25427327,0.28827554,0.9191457,0.3849162,-0.3020382,-0.9039504,0.3220186,-0.02135759,-0.1420945,-0.15244195,-0.52162874,-0.6102408,0.50470734,-0.115572125,-1.4229798,0.23768958,0.008456836,1.0449346,0.29165018,-0.054077964,-1.202317,0.45403972,0.35280257,-0.60527354,-1.1725043,0.05840724,-0.1257574,-0.040413454,0.6015984,0.05845913,-0.8878887,-0.5175597,0.52468055,0.17358886,-0.38841695,-0.2288432,0.28501427,0.7988834,-0.5379254,-0.53493464,-0.14866886,0.67058444,0.47305524,0.6461464
Fu97,1.9176174,-0.6106162,-0.48702806,0.27031457,0.5024648,-0.17148057,-0.74205244,-1.5158671,-0.54647946,0.4102186,-0.73168635,-2.0304604,-0.8075427,2.48582,-1.2866464,0.03475201,0.45352805,-0.949034,-2.0804346,-0.56139195,-0.34316197,-2.6480463,-0.24546963,0.8896016,0.78042364,-0.01412848,1.5467252,-0.97489053,0.009850517,-1.1393371,-1.5613166,1.140882,-0.8903725,-0.43128204,1.4858973,-0.3452902,0.30199146,0.87417555,-0.35586756,0.23666449,0.4773773,0.9004787,0.53529453,-1.6799023,2.1963398,-1.8925767,-0.97072196,-1.014783,1.0995091,1.2785741,-1.4432948,-0.10780817,-0.7769263,-2.127961,0.2995786,-1.3239105,-1.1332158,1.2957709,-0.41063598,-0.41367424,0.9089755,0.33729145,0.43148762,-0.5973022,-0.5547139,0.18759507,0.51079565
BDCM,-0.82406515,0.71857184,-0.6716217,-0.8119029,-1.226475,-0.87304956,-0.52414685,-0.49129713,-0.2563529,0.8867645,0.21821941,-0.2723272,0.5770233,0.36422843,0.31062087,-0.25447863,-0.036461834,1.1088517,-0.105926424,-0.55569834,-0.14282115,-0.40716207,-0.55123156,0.3811914,0.10905015,1.1653416,0.3115675,-0.6644905,-0.9603202,-0.24655832,0.20859952,-0.21730664,-0.30452323,0.67985725,-0.61950004,0.36924595,-0.20741668,-1.3033048,0.38448086,-0.059300207,0.95938015,-0.45335123,-0.68172425,-0.26133624,0.121131435,0.76309246,-0.6375207,-0.33876595,-0.24068983,0.18355729,-0.2372613,0.17293698,0.15221176,-0.9235498,-0.4246669,0.47913077,0.5552867,-0.4207998,-0.32282352,0.17204683,-0.02616485,-0.20372699,-0.33958352,-0.16003388,0.7421557,-0.269431,0.31325817
COR-L51,-0.91886413,0.74106294,-0.87217224,-0.9473948,-1.280245,-0.96215403,-0.64122635,-0.59692943,-0.3729803,0.56477374,0.20485342,0.030323952,0.4864998,0.43936625,-0.013152771,0.004425913,-0.016056653,1.0922483,0.26637492,-0.5994214,0.060633495,-0.3792776,-0.3645143,0.36608818,0.20382899,1.2344851,0.17215066,-0.74723595,-1.0173957,-1.1720908,0.25707614,-0.5269589,-0.37161684,0.86336535,-0.6333238,0.31503615,-0.046083026,-1.4344053,0.5532456,-0.17902957,1.1402717,-0.4248927,-0.6842301,-0.21396889,-0.049842946,0.8437256,-0.35448217,-0.32909262,-0.30161998,-0.13776842,-0.2289586,-0.13380867,0.31223568,-0.9000685,-0.4504049,0.55571765,0.6398224,-0.55288535,-0.42018148,0.2254263,-0.11551668,-0.21318035,-0.7439687,0.3355565,0.97224057,0.16569243,0.38626865
B-CPAP,-0.43168554,-1.1298137,-2.3076315,-1.2781843,1.3930392,-1.6903014,-2.0378795,-0.9871715,1.7491283,0.8794101,-0.76118106,1.7956063,0.41968206,-0.0024887025,-1.4068841,-0.76458955,0.09996808,1.5318514,-0.54162276,-0.43307477,1.3906567,0.952021,0.6487624,1.93248,0.10484673,0.22303128,0.27350095,1.6771913,1.0974344,3.4919686,-0.059283555,0.22834426,0.79930377,0.800592,-1.5348809,-2.0482965,0.16387783,0.33109042,-2.6825755,-0.7414936,-1.4084117,-0.47189093,-0.66021603,-0.79437137,0.76423967,-0.64595544,0.38918495,0.322635,0.77482116,-0.07090955,-2.607599,0.7364129,0.26500538,-0.3107067,-0.430134,1.2663193,0.035698608,-0.9658738,-0.58953583,-0.14301765,-1.1114098,-0.33131498,0.3744297,-0.07319774,-0.20137149,0.06013731,-2.08811
SNU-878,-0.8003358,0.69323623,-0.9229727,-0.9425393,-1.2427981,-1.1292921,-0.60797644,-0.5498667,-0.3645252,0.6479375,0.29359657,-0.21547198,0.6620824,0.4247157,0.20837761,-0.21136177,-0.020385355,1.0871344,0.054789558,-0.5291456,-0.28196594,-0.52121365,-0.2622491,0.49442652,0.064961106,1.2508656,0.3016732,-0.67709935,-1.112627,0.33024874,0.254307,-0.7305489,-0.34023324,0.8176942,-0.35310814,0.44787076,-0.08798465,-1.4364676,0.5694337,0.015660949,1.0969698,-0.52066773,-0.65166557,-0.10183693,-0.12976594,0.90145504,-0.45591915,-0.330084,-0.30518198,0.09555198,0.015789494,-0.14864293,0.20452416,-0.8784714,-0.47523636,0.57382834,0.6707081,-0.57933706,-0.25283638,0.16683191,-0.05414358,-0.19252114,-0.79201996,-0.089882895,0.8723531,-0.17395186,0.35429958
D283 Med,-0.89697343,0.9263138,-0.6420598,-0.8773979,-1.3376006,-0.92495054,-0.6339197,-0.49362737,-0.34373155,0.42535457,0.27561548,-0.10624974,0.3980962,0.47048151,0.16344176,-0.06190218,-0.011195063,1.1237394,0.1599352,-0.6631542,-0.011253342,-0.3655561,-0.34200978,0.28839582,0.078590445,1.2382075,0.21669075,-0.6849279,-1.0509548,-0.48129702,0.16759218,-0.60611653,-0.34016302,0.58785784,-0.42602828,0.4131398,-0.14576459,-1.19616,0.52024806,-0.1741569,1.3757792,-0.4093891,-0.7015989,-0.28642547,0.116184354,0.8732059,-0.73508406,-0.29258534,-0.30661365,0.11577623,-0.042529877,0.01964965,0.4213239,-1.0320406,-0.42484865,0.47096702,0.5561416,-0.5183003,-0.40830293,0.16966835,-0.049211215,-0.15495205,-0.36771193,0.21814008,0.3261582,-0.41680282,0.17870432
ABC-1,-0.00849526,-1.6331131,1.8334968,1.3322505,-0.08315326,1.3207476,-1.6979626,-0.6784821,-2.1980639,1.9761848,-1.8194375,-0.4979304,0.68041676,-0.08032347,0.6669775,0.7465563,-0.015018731,-0.9066787,-1.7422483,-0.7888311,-1.6661534,1.419416,-1.8693408,-0.6103395,1.4672383,0.45002377,0.27114832,-3.3406086,-1.6000595,-1.537132,-1.6565439,0.64557415,-1.8512201,-2.1614003,0.593506,2.2430193,0.2823354,-1.435987,0.0039100647,1.5485957,-0.109926686,0.61185354,1.3719652,-1.1942079,-0.77749914,1.7271098,0.32190165,0.08444895,2.6544793,1.189701,0.03468133,1.4613837,-2.4814713,-1.7448467,-1.9087459,1.2701688,-1.3404089,1.5273008,1.713252,0.059742797,0.72621346,-2.2450287,-0.1799836,0.27999938,-2.739325,0.41298753,-0.6452854
HCC1419,-1.7457129,-3.7164602,-0.793159,-1.7290701,2.0255835,2.2751405,-1.9280149,-0.36323816,-0.013470486,-2.061383,-0.8612088,1.2796739,6.4778705,-3.5128658,-4.793204,-0.014906272,2.353243,-3.1762838,1.6301305,-1.4643779,1.3543069,4.8691683,2.2815096,3.7336414,1.487047,2.8546622,-3.6403754,4.3328476,2.9983864,3.3255973,2.3227553,-2.8665166,1.5887247,0.25388774,-1.1591008,-0.26513112,2.1877298,0.11983811,-0.8664986,-2.5203266,-4.324742,-0.34209585,0.5811765,3.168063,1.0442147,1.4850149,-1.823307,-0.6468306,-0.78760636,0.43309745,-1.1907908,4.255009,-1.3788592,1.9262892,3.821276,2.7847104,0.14129114,1.626136,-0.75182086,-0.0546675,-5.1505136,-1.2538246,-0.598639,-3.094961,1.6584433,-1.8915937,-0.10699648
TE-5,-3.1437535,0.24262053,-2.4650393,-2.1126552,-1.7463372,-1.8016831,-1.3081456,-2.8004713,-0.15565263,-0.4101581,-1.7203528,0.75586176,2.3210192,0.8189967,-4.339507,-0.32401434,1.1429123,1.9591457,0.47548273,-0.08656627,0.030826882,-0.4199046,1.8466022,0.5403644,-1.5282071,1.8604987,-0.6066519,1.120873,0.12782252,0.86793655,2.236262,-2.7452605,-2.317381,0.9192812,-1.4277265,2.3970473,1.5902361,-0.35519192,0.65095663,-3.5607383,0.76999855,-1.7180978,-0.9251856,0.50327677,-0.7557106,2.669576,-1.5034157,-0.58731204,-0.26498184,0.39395827,0.8317342,-2.699222,0.018835708,-1.0477201,-1.4881411,-0.15592328,1.3841851,-2.6734083,1.0962816,0.6616852,-0.47912577,-1.7515497,-0.61633265,-2.8299332,-0.84491915,-2.9907813,-2.0025558
Ku812,-0.33467656,0.8620836,-0.9156589,0.4938987,-1.5319047,-0.49801582,-0.90576166,-1.4226791,-0.18255438,0.31547707,-0.008636776,-0.32804495,0.70623064,-0.01385558,-0.039853677,-0.7947157,-0.41986683,0.9973463,0.58863944,-0.6444134,0.1341278,-0.39190006,-0.98163164,0.5458601,-0.0350679,0.46803862,0.5467568,-0.46308327,-0.5754168,-0.76286346,-0.47506264,0.2162592,-0.67202234,0.2140115,-1.2111386,0.42866945,0.67598724,-1.7103736,0.2500897,-0.5843206,0.4883872,0.29497758,0.41381916,-1.7516236,-0.031715266,0.3960761,-0.9099023,-0.33724338,-0.2643856,1.6416788,-0.7137224,0.36082435,-0.15628003,-1.8731955,-0.18483524,0.18647371,0.38147265,0.68691576,0.38164032,0.5108067,0.4047945,-0.4644421,-0.5979856,0.6487291,0.033164576,-1.4410939,-0.6781861
A-498,0.27547428,-0.5529706,1.2459397,2.1255972,1.2180383,0.7485161,0.43351823,2.5150473,0.08820096,-0.53456336,1.729806,-0.40535176,-0.80592734,-1.6003199,1.0601463,0.68467844,-2.1737387,-1.0533888,1.1918036,1.4660248,-3.6120758,1.5834736,2.0785794,-3.0683546,0.5874631,-3.189698,0.4031959,1.2936823,-0.052383617,1.3707049,-0.38634604,0.6792072,1.1766073,-0.88934934,0.39324683,1.946555,0.33307344,0.32575792,0.3451485,0.059457988,-2.060474,0.9550065,1.0922735,-0.13190341,-1.4228594,0.82262045,1.2498099,-1.245301,0.6367173,0.32335,0.7136987,-1.8318275,-0.5480215,2.4153051,1.7519261,0.43431243,-0.05038645,0.12407833,-0.09290269,-0.17869805,-0.077886075,-0.94984436,-0.5782796,-1.0766267,-2.972532,0.7325549,0.08379391
ONCO-DG-1,1.530048,-0.09873099,-0.5457544,-0.28014946,0.25267905,0.98557025,1.6802174,0.049434356,0.4130256,-2.3260248,-0.8064394,2.282011,-2.4326465,-0.577998,-0.10104419,-0.5451637,0.6212122,0.28542936,-0.6814542,2.1483488,2.121278,-0.3127849,-0.624576,0.8094535,0.796883,-2.1199918,-1.5763817,1.9077693,2.465141,-1.8910223,0.0021443143,2.328408,1.410735,-0.6070501,-0.053484313,-2.4054453,-1.1702836,2.0131207,-1.6912209,-1.1405991,-1.1842338,0.5098705,-0.5871356,2.1673844,1.1862472,-2.4193766,-0.5497766,0.6336567,-0.27449918,-1.205207,-0.7886543,1.0774714,0.7560936,-0.9093095,1.7988225,-0.8414119,0.5735952,1.2961816,-0.67575324,0.046094142,1.4266263,-0.085625954,1.3478913,2.9824011,1.1339173,0.64045393,1.3272893
SNU-283,-0.9488973,0.36737663,-0.2215021,-0.8308946,-1.2104232,-1.0407189,-0.91038525,-0.13672163,0.18528898,0.28379458,0.338199,-0.5806954,0.41947106,0.61589766,0.19004306,-0.029932078,0.26840797,1.0035259,0.40302336,-0.62245303,-0.672616,-0.4368228,0.29692125,0.51015925,-0.052227125,1.4735782,0.46946234,-0.79476875,-0.86140174,0.17608698,0.19271198,-0.3953751,-0.093422174,0.4770413,-0.2495506,0.2073277,-0.16647857,-0.7549311,0.32947922,-0.17137231,0.8788746,-0.6700652,-1.0386977,-0.2060062,0.21377936,0.65545475,0.087845236,-0.0963851,0.03924123,0.016856365,-0.0003795554,-0.4513682,0.3991176,0.3059161,0.05859624,0.8243533,0.47247064,-1.0563718,-0.35553145,0.19771445,-0.28208768,0.022138104,-0.21539089,-0.36635265,0.84992135,0.39133084,-0.14770103
SNU-407,-0.6750019,0.8750652,-0.4044804,-0.9131225,-1.2801086,-0.8520264,-0.5394385,-0.47712258,-0.3981259,0.4401928,0.31049684,-0.24416995,0.6702229,0.45700192,0.13894293,-0.07532018,0.015691638,1.1306835,0.37204045,-0.46237564,-0.26101318,-0.43586266,-0.7054472,0.4140551,0.04300967,1.2426565,0.15755853,-0.59769356,-1.0854415,-0.45181587,0.39363632,-0.5066596,-0.3055079,0.63427526,-0.7440254,0.54974115,-0.11350862,-1.135971,0.5646795,-0.06169716,1.1270856,-0.47550312,-0.7085797,-0.12003228,-0.15827204,0.8780546,-0.07779959,-0.32456172,-0.36354536,0.25644696,-0.14688689,0.06951914,0.28322977,-0.87042063,-0.4382655,0.5567473,0.5932714,-0.49830878,-0.26484892,0.18246247,-0.08949387,-0.20767502,-0.3469288,0.14614074,0.54555315,0.12224783,0.38674295
KP-4,-0.80375504,0.2773078,0.544604,1.2945737,1.3595215,-0.94232905,2.1140127,1.6233568,0.6147046,-2.2871706,-0.12018887,0.86988616,0.9172988,-1.470864,1.0375575,-0.81068206,-0.25832698,0.11815488,0.0038902767,1.5107868,0.69681555,1.2181439,1.3475817,-1.0254301,0.41937077,0.5346031,-2.4477038,1.5095248,3.3138325,2.0465398,1.2422085,-2.8422532,1.8711026,-0.0068654492,0.11354096,-1.4328057,0.33690897,-0.48730826,-0.4308847,-1.4982202,-3.747114,0.67877096,1.3482947,0.74087614,-0.89449966,0.73215526,-0.6000381,0.3833573,-2.420398,-1.1449667,2.6265707,-1.5309178,2.1725295,2.7376583,0.5404872,0.56178564,-0.17546804,-0.3253794,0.6364202,0.91019773,-2.2610838,1.5087633,0.29761648,-0.08929409,2.2742264,-0.11413422,-1.3852676
LAMA-84,-0.86684585,0.9371717,-0.6347527,-1.0206324,-1.3330486,-1.0446508,-0.6586934,-0.5737321,-0.33868665,0.7967191,0.3348233,-0.34760824,0.55509216,0.37476727,0.08939318,-0.0798028,0.02644968,1.1028557,0.25036663,-0.608163,-0.14864114,-0.32753444,-0.80754066,0.39640242,-0.15925212,1.3393341,0.15187833,-0.6316554,-1.1677169,-0.10975352,0.28360972,-0.6836709,-0.29060698,0.8700567,-0.6192502,0.5646884,-0.035106637,-1.2950692,0.6966341,-0.08532293,1.1276747,-0.49835095,-0.7578168,0.106453,0.15435442,0.6525849,-0.44024855,-0.27848583,-0.36556104,0.38244522,-0.10629729,-0.33005074,0.32558322,-0.9458099,-0.59450394,0.6644701,0.6801533,-0.59867257,-0.31597206,0.21895747,-0.0762337,-0.1881298,-0.7133245,-0.30463243,1.1226839,-0.388797,0.466433
COR-L105,1.7956223,0.7689186,0.21133693,1.3202745,-0.30586576,1.2495284,0.4123395,0.045436002,-0.8038291,-0.7073257,0.46078488,1.2957141,-0.9889506,-1.1703204,1.3497945,-0.16199575,0.28269005,-1.4755759,0.7620552,-0.37466133,2.3352654,1.465812,-0.41185015,-0.3336957,-1.087045,-0.9174611,-0.27219582,0.3558987,-0.44939482,1.4350808,0.14004427,0.4734236,-0.07512741,-0.23399085,-0.7163974,-0.8373175,0.5528469,1.5266825,-1.8115475,0.76550007,-0.86712754,0.8437614,0.032622416,-0.32119074,-0.803745,-1.5915867,-0.08506847,0.30055553,-0.03502289,-0.8924204,-0.5860917,0.41075864,-0.980528,0.6969738,-0.5530143,-2.0537758,-0.9332031,0.7048623,0.4522363,0.6206552,-0.36789376,0.49084604,-0.52425563,1.2711632,-0.38613644,-0.89773226,-0.22306843
Malme-3M,-1.3452781,-3.0829744,-1.0373138,2.5066106,2.3639398,1.4321533,3.231465,3.2895856,4.860569,0.3669097,0.8604361,-0.41859993,-2.6619406,1.3793217,-2.141571,4.0285554,3.3113425,1.2370045,-2.9537883,2.664145,-6.035909,-1.1545249,2.0988226,-2.5928683,3.2862453,-3.3001752,3.713575,3.9650557,3.5564075,-1.5763309,0.922113,0.88018245,3.3069422,-0.23543939,2.9094028,0.63705474,-5.0793147,-0.75199246,3.841735,-0.9934572,-1.5189471,1.001657,1.6773347,2.4354143,-2.844389,3.903876,2.3847332,1.3290851,-0.25428247,3.3421862,-0.16265804,-2.930969,0.9768605,2.8059635,4.793222,-0.058526415,0.014889687,2.5479481,-1.1779838,-1.731116,-0.5152806,-1.6488186,2.0721984,-4.5804563,-2.7240603,3.3225818,-0.24547172
